Text,Period
pilares alpendre lustres vela baixo etc cena i alferes sargento soldados tens sono sono maroto queria ver petiscava toque recolher hade hoje boas horas deus sabe acabarao danças dai alvorada nao muda nao acabara tarde modos nao valer ensaio ah sao escaramuças batalha fica dia festa ja sabes sai tudo fardado novo bem sei ja tomei medida tenholhe medo ora saia pele nao digo tudo algum galao alguma borla fita cabelo nao ligas calçoes capitao sempre la hade escabichar algum penduricalho favoreça verdade dias festa sempre ha melhor rancho fica faça alto ronda melhor rancho melhor pagar paga guarda hoje,XIX
desprezo alguem censura outra falta aprestos regia inauguraçao obra tao vasta dificil pequenas desigualdades nao sao notar contemplamos maravilhados magestosa amplidao oceano esquecemonos ondas encrespam superficie dito portugueses sao deveras povo generoso aplaude unanime reta administraçao elrei senhor amo algum ha olha indiferente ventura inveja portugal hoje subido ilustraçao independencia feliz reinado senhor dom manoel algum jesuita religiao bastarda apenas ve salvaçao roupeta santo ignacio nao curemos dar vista cegos cegos entendimento nao ha cegueira maior milagre cure lisboa gemia aflita implorando misericordia divina horrores incendio latrocinio ministros abandonavam trono religiosos altar todos fugiam espavoridos senao corajosa administraçao elrei abriu,XIX
doces ratafias vivissimo reinado compadres ate botequineiro compadre excelencia oh excelencia viu secretario estado casa publica jesuita espera acontecimento grave pateta agora ja casa decente onde reuna divirta mocidade nobre antes aqui casas jogos convento freiras classe medica tambem ha concorrer assim irsea policiando trato outros vossa excelencia sirvamse mim senhor marques quisesse fazer honra garrafinha ratafia pessego especialmente preparada mao deite excelente provem senhores ratafia pessego especialmente preparada compadre deliciosa otima magnifica viloes aprovam porque aprova voulhe mostrar tragame bule ponche pelejam artes nao senhor dizia querer diminuir reconhecido merito senhor bartholomeu costa parecia forno drouet engenheiro frances construira,XIX
vista proximo ermida proximamente altura umº andar vese praticavel parte calçada nova fundo obliquamente fachada arsenal mar etc direita casa figura fazer esquina largo fundiçao rua jardim tabaco colchas janelas cena i maranhoa casimira brites logo neto pretos soldados guarda fundiçao passeando povo direçoes diversas seguindo maior parte calçada nova acima maranhoa casimira entrando direita tia brites ah olha paspalhao neto vem secio chapeu implumias toma herodes casinha nao voces protegidas juiz povo ah ladrao quantos tostoes tens comido ma punhalada fria atravesse açoitado sejas açoitas guloso sior furunando vozo nao ouve riabo muieres fazendo canzoada nao façam caso pum,XIX
so frutas ja encomendadas nao faz melhor quatrocentos mal reis inda assim tudo ate casa india armando tanque diz tanque sim senhora andarem barcos digo tudo nao nada carros trunfantes tambem agora sao conta casa vintaquatro lembrança senhor juiz povo dissemo senhor marques leva funçao gosto todos fazem podem agradar ora entao carros diz saem passeio publico direitos rua agusta terreiro paço atras vao ranchos curraleiras campo santana ha ribeira peixe horteleoas tudo ja sabe vestido muita riqueza colarejas levam casimira levam colarejas saia azul roupinhas cor rosa tudo bordado prata coifa azul tambem bordada arco flores mao deve bonito,XIX
faz medo paciencia modinha nova desvelo efeito nao sei si zomba si diz verdade vossonhoria quer vamos ensaiar logo quer antes qui vamos ripitir algumas qui ja estudado sim coraçao qui antes nao quisera ter nada prefiro meinhas rotas nao tanta doçura nao tao trivial afastase comum dessas modinhas brasileiras tao cheias infinitos quindins benzinhos chegam aborrecer nao bem ve assunto creio censurar destes peraltas improvisados apresentam hoje cabeleira la greca meia grudife bazofiando ainda ha dois dias andavam escondidos escadas dando querena sapatos despalmilhados graxa estudante modinha conceituosa nao parece senhor chico vossonhoria diz conhecia meinhas rotas entao chegava,XIX
conto tanto flores conto viva sabia administraçao sal nove moios espetos catorzeseiscentos oitenta reis soma quarenta contos setecentos tantos mil reis nove moios sal capaz salgar peixe todos mares catorzezero reis espetos quarenta contos perdidos quantas festas igreja nao faziam quantas missas nao diziam cena vi precedentes mariazinha maranhoa soldado licença homem paroxismos nao acabas comer começo agora figurao ainda cima escarneça senhora valha finja le fazem desconto pecados preciso imitar homens loja verdade riquissima veja honorata levante olhos parecendo noviço franciscano tudo quiser lobo repara naquele par galhetas velho traz chapeu cova ladrao pareceme sao jose presepio hoje sai,XIX
demais moço honrado prestimo marques felo alferes admiteo casa mostralhe amizade fingida verdadeira rapaz grato eis ai chico parece moço completo sempre oposiçao marques ouvi bulha talvez forno rebentou ouviuse aqui santo andre fundiçao nao ha duvida rebentou forno honorata venha ca honorata cena x dom braz honorata chamou sim prepareme duas salvas doce vinhos outra hoje copo dagua voltam logo amigos coisas correrem certo hao correr ah sim coisas sabes sao coisas fundiçao estatua nao adiante queira deus quer quer tambem es ca ora ha tantos anos casa nao espera honorata conheces bem mestre sobrinha carioca parece bem falante,XIX
pirfeito sao sao dum anonimo diga autor conserve anonimo descobre arriscase alguma surriada lobo dizes oitava ve minerva dum jato so fundida tanta perfeiçao estatua rara pesarosa faltarlhe vida diligente animala prepara etereo fogo ja mao erguida ia infundirlhe suspensa nao querer ficasse dessa sorte obra imortal sujeita morte bravo melhor coisa lido concisa bem metrificada energica joia coleçao oh somente oito versinhos di cacaraca nao sabi nada senhor cuida versos linguiça medem varas cena v precedentes pelle limonada limonada vivissimo suciozinho senhores papeis novos variedade variedade agora desculpa homem grande ha vir ar proclamaçao podi le le nao moço,XIX
sal capaz salgar peixe todos mares catorzezero reis espetos quarenta contos perdidos quantas festas igreja nao faziam quantas missas nao diziam cena vi precedentes mariazinha maranhoa soldado licença homem paroxismos nao acabas comer começo agora figurao ainda cima escarneça senhora valha finja le fazem desconto pecados preciso imitar homens loja verdade riquissima veja honorata levante olhos parecendo noviço franciscano tudo quiser lobo repara naquele par galhetas velho traz chapeu cova ladrao pareceme sao jose presepio hoje sai toda bicharia mandam veja quer senhor dom honorio verme daqui cem leguas traga doce doces licores licores ai morro vergonha coma menina beba,XIX
damas povo quais deverao ora cobrir boca cena ora desembaraçala segundo circunstancias ocultandose fundo sempre objetos pequenos relaçao monumento aproximem estao ai mil maravilhas excelentemente familia real diz vem incolita incognita sim honras sao feitas elrei etiqueta vir assim vem senhor marques chegou agora diz pessoa filho puxam coroes cortinado acompanhamento nunca viu ja meirinho apeava carruagem porta senado ainda senhor marques nao embarcado coche veio la calçada ajuda efeito viu ora vejam desde calçada ajuda ira deus entao riqueza dali nao passa vestidos seges coches tudo feito benta mao gente sim senhor senhor marques sempre grande homem verdade viu,XIX
consentiram paciencia alem rosto so deixaram maos favor pouco verdade fiz tirar todo partido consegui nao sei vindouros farao justiça merece senhor joaquim machado negando talvez pao filhos coitados pedir ficarao vergonha recusa quase sempre esmola aqui pagam obras artista verdade dizes nao percebi bem sol nao distinguiste cavalo cavaleiro hein verdade postura cavalo soberba parece andar piaffer movimento cavalo nao avança terreno manejo animal mostra fogo brio nobreza fica corpo agrupado menos esgalgado passo julgo belezas monumento lisboa excede estrangeiros acholhe defeito nao acholhe coisa avessas busto marques devia cima estatua baixo percebo faltava busto santo ignacio nao confundas,XIX
mi vou rigalando ja pena nao ter ido so cara marques luneta pode livar cena xii precedentes mariazinha foguete verdade mau nao diga alguem deitei entao agora homem hade tigre sao fundiçao vejo festas talvez conter animos ordens marques la menino nunca vi foguetes senao alegria entao porque bem sucedida fundiçao estatua foguetes sao alegria dilo senhora bacharela coimbra pois nao ha foguetes guerra onde morre gente nao ha foguetes batizados choram crianças nao ha foguetes toiros onde partem costelas cabeças ha foguetes tudo ate ha foguetes tristes foguetes lagrimas palavra dizendo bonitos sao bonita so cachorra vou avisar marques,XIX
ensaiador curraleiras estao bem certas demicoupe tambem sao três figuras nao sao propriamente quatro atençao poese pe direito primeira oposiçao levantase salto pronto marchar vai pe direito primeira oposiçao juntamse dois saltos dobramse joelhos igualdade segurando corpo sobre pe esquerdo tendo salto direito levantado dobrados joelhos pe direito vai adiante quatroª oposiçao levantar corpo tempo levantar segurase sobre ponta pe direito ficando pernas firmes juntas sobre pontas pes dois saltos assentam finalmente chao concluindo demicoupe comparsas conservamse firmes rancho começa dança finda todos cortejam novo regia estatua carro avança todos retiram atençao musica toque graça nini flexibilidade bravo vao bem,XIX
grinaldas laranjas limoes borlas imitando garrafas licor aqui modo uns trofeus umas pilhas xicaras pires alguns bules cafeteiras acaso etc etc especie tabuleta loiceira poes bules cafeteiras esguichar tinhamos cascata vez botequim ficava melhor barato barato sim melhor nao grinaldas limoes começando cair sumo sujavase pintura trofeus xicaras pires naturalmente ha so trofeus armas nao alferes atrasado trofeus cacos decerto alferes irra senhor dom braz irrorio caturras calamse saio tanto deu viva pachorra tanto deu falo pouco tempo dois caldos cevadinha vivissimo nao trouxeste josezinho escuro josezinho sim chegate mim bahia faceira pau santo ah vem logo dar liçao ai,XIX
cavalo cavaleiro hasde ter monstro talvez acertes querer acaso vezes melhor inventor estatua descomunal verdadeira memoria deve inaugurar reinado destruidor nobreza altar expulsaram jesuitas doutos santos resto hade ir indo pouco pouco so escapara naufragio algum capucho algum bernardo escapar duvido bom dia tio entao passou azougada boa caspite hoje dias escolhidos cabeleira penteada posta senhora sobrinha ja tao desgrenhada tao falta polvilhos bem sabe cabeleireiros so vendem cabeleiras novas tudo verdade nunca fica obra tao bem acabada mao mestre porem bondade tio bondade olho dariam demo terem umas maos cabeleireira so dedos tens finos parecem agulhas bem penteada sim,XIX
segundo ordens vossa excelencia bem bem progresso manifestase tudo nao inveja claros mim fazemme cara torta agora preciso continuar aperfeiçoalos estrangeiros nao descançam so custa trabalho constante assiduo chegaremos vencelos vamos compadre pressa prontissimo serviço excelencia caldos doces ratafias vivissimo reinado compadres ate botequineiro compadre excelencia oh excelencia viu secretario estado casa publica jesuita espera acontecimento grave pateta agora ja casa decente onde reuna divirta mocidade nobre antes aqui casas jogos convento freiras classe medica tambem ha concorrer assim irsea policiando trato outros vossa excelencia sirvamse mim senhor marques quisesse fazer honra garrafinha ratafia pessego especialmente preparada mao deite excelente,XIX
bartholomeu etc logo marques casaca juiz povo fidalgos generais casaca ensaiador etc começa anoutecer cara compadre exatissimo pintado elrei tambem ainda acho perfeita compadre noite agora ja nao ha duvidar tudo pois ainda ainda ainda nao ve vejo entao todos podem sao thome vejo nao creio parabens felicitoos despachos merce habito cristo tença carta patente tenentegeral ha grande honra merecer premio ha maior injustiça negar ambos sao dignos patria vassalo ilustra obras rei devidamente galardoa mau fruto dado vezes boa terra portuguesa nao solo fertil so cultivador devia indole dum povo inteiro constante eternidade dum rei variavel porque homem oh,XIX
gente companhia possuindo forças esmagar cem marqueses resignaram sofrer tantos males cuidando assim afastar doloroso sacrificio algum raio ira celeste proximo cair sobre infeliz terra oh virtude virtude cena vi precedentes marques pequena porta lateral esquerda temse aberto durante fala dom braz marques aparece impoe silencio gesto chico vira fizera venia chico aponta dom braz marques fitao espalham coitados semente ja nao vinga jesuitas podiam resistir nao quiseram ideia nova nova nao iniciado misterios monita secreta agora tambem julgo misterio nessa estatua cifra queda marques alferes ve pouco pois nao ve memoria obra marques figurando nela busto abrir si proprio,XIX
levou quarteirao menos ole fazes todos todos espera ja so fregueses ricos algum desses faceiras ruim figura faz atrevido la proves castanha comadre la leem la entendem entao ricos pobres comadre outra coisa podese dizer casa vendeselhe tudo so custo efeito madrinha senhor juiz povo senhor juiz povo bem causa viemos ter comadre deveras verdade meteu cabeça casimira rancho colarejas vao dançar festa mimoira sorte somoslhe obrigadas so fazer rabiar meter figas maldito neto nao queria casimira enfim dei licença ja sabe contando maos prata comadre amor afilhada la ver rapariga mal amanhada feita figura presepio nao gosto farei souber,XIX
sabes sao coisas fundiçao estatua nao adiante queira deus quer quer tambem es ca ora ha tantos anos casa nao espera honorata conheces bem mestre sobrinha carioca parece bem falante cortes so vezes alguma coisa perguntador quer saber la quanto parece pessoa proposito temente deus quero saber onde sagrado lausperene sempre mo diz nao gagueja sim visitao todos dias bom traz sempre consigo folhinha lausperenes lha vi cena xi precedentes chico logo mariazinha bateram ja ah nao sabe qui la vai diga rebentou aposto rebentou certo lho disseram nao adivinhei tambem adivinho rebentou forno bronze caiu jorros alastrou tudo adeus,XIX
cor oh pai alma mi bom sucesso nesta empresa gentes bahia engenhos qui la vi açucar nao doce qui bem qui mora aqui tape tape tipe ti quindins brasileira fala ri riquibrados nunca la vi tape tape tipe ti declarouse menos mal linda entao cantada voz mestre animo mestre coitado qui sabe onde ceu siquer si atreve olhar efeito oh si vossa senhoria ouvisse qui peito si morre dizer nao oiço nada si disser digo digo diga digo qui benzinho dois olhos qui nao sao olhos sao figas amor qui nao maos jasmins di carne ia melhor musica faces sao,XIX
beneficiado lobo rapazes pachorra senhor beneficiado senhor beneficiado querem voces vendeme vintem chocas dame dez reis chocas ano querem digam ano richo passarada safa invejote paciencia pescoçao ja outros nao atrevem assim levam coisa brincadeira olha sao amigas deveras pobres crianças experimentado maltratasse tomavamme conta apupavamme esquinas lembrame esopo dava dinheiro rapazes apedrejavam praça brilhante festa dia festins noite opera teatro real banquetes dia cheio desejava poderme repartir diversos pedaços deus poder toda parte dom braz onde passas noite casa antes trindades ainda peça alferes ponha guarda porta nao has recolher hoje galinhas pois sim nao digo vamos baile junta,XIX
genio todos militares sao tao arrebatados bem ve vossa senhoria trato rude armas ponto honra andarem brigas frioleiras militar defenda honra dama ultrajada romper lanças motivo confesso agrada esplendor farda tinir espada preciso sustente prestigio outra cena iv precedentes chico oh la ista alferzinho didinhos maozinha di leite sao infeliz beleza tao mal empregada alferes ramo di taverna ai mofino carioca demais cortolhe orelha nao faça mal obedeço ole le si ritira meco parece mi medo pensando bem caso mi nao diz outra moça di militares cada canto espirito santo si vou pespegalo tio si nao pespegoo sobrinha todo modo,XIX
lados cadeiras portas laterais meio duas pequenas boca ocultas reposteiros direita lugares mulher esquerda homem serpentinas guarnecendo pilares alpendre lustres vela baixo etc cena i alferes sargento soldados tens sono sono maroto queria ver petiscava toque recolher hade hoje boas horas deus sabe acabarao danças dai alvorada nao muda nao acabara tarde modos nao valer ensaio ah sao escaramuças batalha fica dia festa ja sabes sai tudo fardado novo bem sei ja tomei medida tenholhe medo ora saia pele nao digo tudo algum galao alguma borla fita cabelo nao ligas calçoes capitao sempre la hade escabichar algum penduricalho favoreça verdade,XIX
meirinho apeava carruagem porta senado ainda senhor marques nao embarcado coche veio la calçada ajuda efeito viu ora vejam desde calçada ajuda ira deus entao riqueza dali nao passa vestidos seges coches tudo feito benta mao gente sim senhor senhor marques sempre grande homem verdade viu lisboa ve hoje pode dizer fazer dum monte entulho vendo homem sempre grande cabeça voz constante comadre olhe negregado neto tambem fazendo figura senhora maranhoa temlhe sede pois ha colareja olhe direito cao fila senado mazombos negros empertigam vejo vejo diabo cruzes canhoto neto comadre mestre cena ii precedentes chico dom braz eilo ai,XIX
animais etc finge vir ofertar real estatua agora talvez recreativo passeio terreiro nao encontrarmos tio pedimoslhe bençao ambos sobrinhos cuida afirmo vamos ah jesus nao fujam parecemse nao sao sao sao deixei fechadas chave porque abrisse bem sabe proibiçao aumenta desejo verdade querse guardado fechado nao estofos nao dando ar estragamse exemplo tio lho disse vi pois viu sim tio ensaio largo fundiçao horror ah marques marques nao andei so honorata acompanhoume sempre menina tambem fiemse la beatas heide ficar so so totus solus et unus mulheres casa pintadas quero pintadas nao bem feito enfim memoria inaugurada ganhei aposta veremos,XIX
tudo vai feito tamem nao admira so cavalo diz nao cabe nesta casa entao metal mociço façame favor capaz sera deitar casas abaixo so andar nao duvida senhor marques acode tudo olha hade ter ver coisa assim digo nao missa metade queria hora lugar ouvir fregueses diz mimoira vem pesar torres outro luminairas andem bastas estrelas ceu nao fala noutra coisa ha obras toda parte pedreiros carapinteiros doiradores tudo tudo trabalha gastamse rios dinheiro tudo chega ate casaca compadre senhor marques preparando loja bobidas toda forrada espelhos oiro abrir dia festa modos sera dia anos delrei nunca viu comadre coisa,XIX
alavancas so oito homens suspende estatua coloca sobre grande zorra transporte alferes ridiculo abismo vaidade homem nao escapa desta memoria sim senhor memoria nao tao facil ter pintor comprado tirar retratos favorecidos manda abarrotar lojas portugal todo mundo perigosa memoria expulsar santa gente companhia possuindo forças esmagar cem marqueses resignaram sofrer tantos males cuidando assim afastar doloroso sacrificio algum raio ira celeste proximo cair sobre infeliz terra oh virtude virtude cena vi precedentes marques pequena porta lateral esquerda temse aberto durante fala dom braz marques aparece impoe silencio gesto chico vira fizera venia chico aponta dom braz marques fitao espalham,XIX
nada prefiro meinhas rotas nao tanta doçura nao tao trivial afastase comum dessas modinhas brasileiras tao cheias infinitos quindins benzinhos chegam aborrecer nao bem ve assunto creio censurar destes peraltas improvisados apresentam hoje cabeleira la greca meia grudife bazofiando ainda ha dois dias andavam escondidos escadas dando querena sapatos despalmilhados graxa estudante modinha conceituosa nao parece senhor chico vossonhoria diz conhecia meinhas rotas entao chegava mim desse outras agora ja diz presunçao usa seda nao algodao bem daqui nao si passa lisonjeiro melodia serafins nao afinada nao queria chame adulador lembrese padre vieira compara aranhas diz bom padre evangelho opiniao,XIX
direi nao diga opiniao politica separa ha alem laços sangue honra nobre prisao cavalheiros ninguem nega pois bem ontem marques amigo sabem mandoume chamar nunca vou outra sorte reservome visitar nao procure pretendente provavel escadas desembaraçadas mandoume chamar pedir coadjuvasse diretores baile senado entao entrar vi tal faceira saindo la viume voltou costas foise retirando pulos gafanhoto imortalizam eis verdade sera intriga tal chiquinho anda agarrado dom braz carraça lombo cao cautela menos nao engraço tal bugio mau verso meio portugues meio preto agora quanto loja voto botequim nao avalia espelhos doirados paparoca decide puxem bolsas venha almoçar bem dito,XIX
barbara amigo marques valentao apri la cena iv precedentes ensaiador mariazinha honorata maranhoa casimira tudo pronto vai começar logo chegue excelencia aqui ficam pintar ai honorata purificaçao meteste precisar alguma coisa chame pois sim aparecendo vestida nenhuma deita agua maos diabo maranhoa ve vaio contar sobrinha ai menina mariazinha olhe ali credo credo patre nostre veja olha ca nao olha peste carioca havia ca vir vaio dizer tio vaio dizer sobrinha ve olha ca nao vejo nada cheguemse escondamme maranhoa ai vem cheguemse ritira fosquinhas ja bom nao quero sobrinha saiba vim ca jesus jesus jesus santos deus santos fortes,XIX
fonseca poeta antonio lobo carvalho alferes voluntarios reais ensaiador danças botequineiro casaca pachorra chico dom braz viegas mariazinha sobrinha honorata criada dom braz maranhoa colareja praça figueira casimira filha brites colareja vizinha maranhoa sargento dois pretos dois soldados tejo lysia varias figuras alegoricas cidades rios etc fidalgos generais junta comercio casa vinte quatro tropa infanteria cavalaria operarios fundiçao povo comparsas carater figuras alegoricas coros i hino marcial cantado povo conduçao estatua ii coro comparsas dançarinas acompanham carro america iii coro comparsas acompanham carro europa iv cançao lysia danças colarejas curraleiras horteloas lisboa mil setecentos setenta cinco figurinos fala comedia familia,XIX
bem ainda mal clero nobreza estao vingados senhor marques orgulho abatido rachas insignificantes dum pedaço barro assim castiga deus soberba homens tornando fraqueza david superior forças golias prega qui mi vou rigalando ja pena nao ter ido so cara marques luneta pode livar cena xii precedentes mariazinha foguete verdade mau nao diga alguem deitei entao agora homem hade tigre sao fundiçao vejo festas talvez conter animos ordens marques la menino nunca vi foguetes senao alegria entao porque bem sucedida fundiçao estatua foguetes sao alegria dilo senhora bacharela coimbra pois nao ha foguetes guerra onde morre gente nao ha foguetes batizados,XIX
gente nada admira desse salto negro ruim sapato nado criado viver lodo porem fidalgo cavalheiro olha alto honra polidez proprias açoes deve fazer instrumento medir alheias nao distinga infame homem bem menos posso chamarlhe cegueira feito nao ha cegueira maior paixao partido especie gota serena tolda olhos alma razao bom juizo mi mata pai alma firme tipo faceira ridiculo desprezivel retirese consta falou mim pronunciou sequer nome conte arranco lingua sera menos ramo peste deixe infeccionar boas reputaçoes espia denunciante cem leguas marche toque caixa militarmente aqui conheçao pois amigo denunciouo implicando conspiraçao genoves falso nao receie alguem afiançou denuncia,XIX
aprovava ja ve nao hade aprovar obras vossa excelencia arquiteto inteligente desde portao entrada ate aguasfurtadas palacios impresso cunho magnificencia hade saber nao desagradam bons ditos cuidado nao salgar demasiado tome conta constame padre mexilhao continuar fazelo sair lisboa ja sao desejos vossa excelencia so peço graça vossa excelencia honrou barbudo nome mexilhao peço mande aveiro visto terra onde ha melhores basta tambem creio ouvi dizer tiranos bisbantes respondese desprezo alguem censura outra falta aprestos regia inauguraçao obra tao vasta dificil pequenas desigualdades nao sao notar contemplamos maravilhados magestosa amplidao oceano esquecemonos ondas encrespam superficie dito portugueses sao deveras povo,XIX
honras sao feitas elrei etiqueta vir assim vem senhor marques chegou agora diz pessoa filho puxam coroes cortinado acompanhamento nunca viu ja meirinho apeava carruagem porta senado ainda senhor marques nao embarcado coche veio la calçada ajuda efeito viu ora vejam desde calçada ajuda ira deus entao riqueza dali nao passa vestidos seges coches tudo feito benta mao gente sim senhor senhor marques sempre grande homem verdade viu lisboa ve hoje pode dizer fazer dum monte entulho vendo homem sempre grande cabeça voz constante comadre olhe negregado neto tambem fazendo figura senhora maranhoa temlhe sede pois ha colareja olhe direito,XIX
vem logo dar liçao ai belem algures calçada ajuda nao sei casa marques olha marques aprende agora machete cantar modinhas ministros devem saber tudo talvez completando educaçao seca repito chico vai casa marques historia afirmo alguem viu sair ontem casa marques alguem enganouse falou verdade duvido disser vi direi nao diga opiniao politica separa ha alem laços sangue honra nobre prisao cavalheiros ninguem nega pois bem ontem marques amigo sabem mandoume chamar nunca vou outra sorte reservome visitar nao procure pretendente provavel escadas desembaraçadas mandoume chamar pedir coadjuvasse diretores baile senado entao entrar vi tal faceira saindo la viume voltou,XIX
fundo sempre objetos pequenos relaçao monumento aproximem estao ai mil maravilhas excelentemente familia real diz vem incolita incognita sim honras sao feitas elrei etiqueta vir assim vem senhor marques chegou agora diz pessoa filho puxam coroes cortinado acompanhamento nunca viu ja meirinho apeava carruagem porta senado ainda senhor marques nao embarcado coche veio la calçada ajuda efeito viu ora vejam desde calçada ajuda ira deus entao riqueza dali nao passa vestidos seges coches tudo feito benta mao gente sim senhor senhor marques sempre grande homem verdade viu lisboa ve hoje pode dizer fazer dum monte entulho vendo homem sempre grande,XIX
per dio santo finalmente cosa si fa baixo persona tudo gente casa sao mulheres tratando curiosidade todas ouvidos tisico lingua badalo garrida ainda bem nao manha eilo tocar missa almas sabeo vizinhança adeus segredo peitou operario fundiçao si forno rachado si bom lo operario vista bilhete nao duvidou ma sera tuta confianza toda confessado padre balthazar mo recomenda carta senhor pelle trouxe agora adeus espero gente adeus adio sinho ainda alguma vez encontremos nao fale corteje nao julgue medo nao devemos seguir risca preceitos padre balthazar recomenda toda prudencia nao perca santa causa oh ai vem mestre sobrinha encontrouse genoves,XIX
sim bem doçura moleque faja santinho altar carioca delicioso nhanhazinha nhanhazinha nhanhazinha ah grupo sao benedito recebendo bençao virgem deus faça branco cena viii dom braz mariazinha chico nova figura nova figura lundum nhanhazinha lundum amavel passape lundum tio nao faz ideia cachorra chulo fazer pirraça marques detesta lundum nhanhazinha proibiuo danças memoria pois tambem senhor marques meteu cabeça governar pernas pes cada risum teneatis fez bem amigo pode dançar lundum sobrinha quero dance louco olha so lundum nhanhazinha so ja esquecia ensaio vou mandar chamar comadre licença adiozinho vou assistir funçao estatua ja la vai marques conde doeiras filho,XIX
deve tudo nao nada cena xi precedentes beneficiado lobo pachorra povo entao ai vem ola viste memoria viu memoria viram memoria ja viste santos domingo ramos vem coberta so aparece aleluia dia inauguraçao inauguraçao estatua quebrada quebraramse cordas estatua ficou sa pero duvido es incredulo nao dizes vem coberta sabe vira dentro miolo decide fruto loja bebidas casaca rua capelistas proximo sao juliao lado balcao fundo portas laterais espelhos molduras douradas toda casa mesas pedra ovais sobre pes dourados grandes talhas india cantos ornato talha dourada lustres velas cena i casaca criados vamos rapazes dia bom metese casa cuidado mesa,XIX
podem agradar ora entao carros diz saem passeio publico direitos rua agusta terreiro paço atras vao ranchos curraleiras campo santana ha ribeira peixe horteleoas tudo ja sabe vestido muita riqueza colarejas levam casimira levam colarejas saia azul roupinhas cor rosa tudo bordado prata coifa azul tambem bordada arco flores mao deve bonito branco azul ora agora vim ter comadre talhasse saia roupinhas fizesse flores enfim enfeitasse afilhada maos pois sim sim traga fazendas nao cuidado descanse heide palmito cante sei mau dizelo agradecida comadre agradecida abençoadas maozinhas adeus comadre vou lugar ficou so dize madrinha bem despedete anda bençoa merce,XIX
bençao apostolica lançoume bençao ter levantado deume mao debil transparente dizendome je vous serre bien affectueusement la main recuei alguns passos ajoelhei outra vez fezme sorrindo gesto amical sai modo podes dizer todos parentes santo padre hoje dez novembro meiodia camara vaticano mandou nome deus bençao apostolica sao horas jantar vou feijoada saudades abraços todos bençao deste bom velho possa disse manter felicidade todos amigo ramalho xxxiii cinco julho mil novecentos cinco querida emilia acabo receber poste restante duas cartas dois bilhetes postais baba outro zeca cartas datas vinte sete trinta vou telegrafar bruxelas remetam ainda la indubitavelmente ha bastantes,XIX
casa pessoa familia mostroume parte casa nao entra publico quartos particulares principe quarto dormir vestir tocante simplicidade soldado filosofo bibliotecario convidoume ir passar dia vermos manuscritos iluminados sao rival incomparavel gosto rectificar tres erros catalogo colecçao arte eduardo compreendera grande prazer havia quadro catalogo referia unicas palavras escola flamenga seculo xv imagina reconheço imediatamente quadro portugues frei carlos pintor convento espinheiro evora seculo xvi macon fiz comunicaçao disseme atribuiçao tanto interessante quanto quadro referia sido objecto muitos estudos criticos franceses alemaes belgas belgas alemaes dito quadro frances franceses dizem flamengo catalogo feito franceses persistiu opiniao destes humilde opiniao lança problema,XIX
espirito admiravel invejavel lado costume cigarros fosforos fumou ate ultimo momento sousa martins disse joaquim thomas olha prometi victoria sacramentava ungia portanto ocasiao avisa descanso alma entrou agonia perguntou irmao entao assim assim todos quanto tempo dura ate chegar estertor irmao satisfazer chorar todas sucessivas curiosidades familia rompeu soluços disselhes juizinho juizinho quer agora nada alarido ja serenidade decencia bem disse victoria melhor executou neste ponto tao admiravel nao deu grito permitiu ninguem desse assistiu vestilo velouo acompanhouo igreja ouviulhe varias missas sempre serenidade juizinho dando ordens nao esquecendo nada falando baixinho enfim tempo normal somente nao come toma apenas,XIX
vez maior desconsolo falta noticias veremos hoje correio tarde todos dias dito triste dia recebi telegrama antonio fiquei ate noite quarto escrevi eduardo carta bastante longa autorizei publicar conto desenvolvidamente derradeiro encontro queiroz leitura dessa carta fara talvez alguma impressao naqueles amigos tudo doloroso nesta verdadeira catastrofe pensar sorte daquela senhora daqueles meninos verdadeiramente adoraveis maria anjo bondade ternura amoa nao direi tanto quase tanto avo nao simplesmente tio chama ha todos franceses portugueses preparados educaçao diversa daquela poderao receber frança nao grande consumiçao continuo bem saude coraçao aquietouse intestinos funcionam regularmente creio contribuiu uso mel toda suiça parte italia,XIX
moguel causa patrono sao jose perdera dia jantar amigo fornos outro academia ambos encomenda historia prestava pitoresco conteia tao bom humor fiz chorar riso marques miravalles dizia nao ha sabio tocar ultimo limite macriaçao embaixatriz austria disseme vous devez mourir faim mon pauvre ami vous allez conduire souper pour je vous fasse manger figurate tinhamos fronte mesa proprio moguel ministra austria nao conhecia dizia alto madame canovas falandolhe mim je fais manger ramalho qui perdu son diner et son ami cause la saintjoseph entao moguel desencabrestou inteiramente quisse fazer mundano principiou tirar camelias magnificas corbeille centro mesa oferecelas torto direito,XIX
tojo tao misturado especie murta verde aspero lustroso exala noite perfume bravo selvagem romper dia chegavamos lagoa coberta lençol nevoeiro gente ve repente achandose junto desembocar clareira nao imaginas efeito deste grande lago meio charneca nao avista so casa toda extensao horizonte alem pequeno predio abarracado rei dom pedro v mandou fazer ir la caçar beira lagoa belissimo encanto triste penetrante gente nao habituada sentir barca lagoa guarda esperavanos levar prediozinho dom pedro v onde iamos deviamos pitorescos visse hora ainda sol grande serenidade dentro barquinho varino remado duas grandes pas levandonos alforges mantas brancas riscas castanhas caes predio onde,XIX
